Fix All Errors Report
 = = = = = = = = = = = = = = = = = = = = = 

Total Issues Found: 65909
Summary by Type:
  License Header: 41
  Markdown: 488
  MyPy: 2
  NotificationsReport: 1
  Type Check: 1
  Unit Tests: 10
  Whitespace: 65366

Details:
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\action_audit_report.json:1 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:170 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:171 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:172 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:173 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:174 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:175 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:176 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:177 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:178 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:179 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:180 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:181 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:182 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:183 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:184 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:185 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:186 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:187 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:188 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:189 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:190 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:191 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:192 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:193 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:194 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:195 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:196 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:197 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:198 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:199 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:200 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:201 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:202 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:203 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:204 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:205 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:206 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:207 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:208 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:209 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:210 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:211 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:212 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:213 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:214 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:215 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:216 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:217 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:218 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:219 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:220 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:221 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:222 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:223 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:224 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:225 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:226 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:227 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:228 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:229 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:230 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:231 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:232 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:233 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:234 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:235 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:236 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:237 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:238 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:239 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:240 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:241 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:242 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:243 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:244 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:245 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:246 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:247 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:248 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:249 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:250 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:251 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:252 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:253 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:254 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:255 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:256 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:257 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:258 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:259 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:260 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:261 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:262 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:263 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:264 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:265 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:266 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:267 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:268 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:269 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:270 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:271 | Trailing whitespace
[FIXED] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh:0 | Applied whitespace fixes
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:1 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:2 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:3 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:4 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:5 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:6 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:7 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:8 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:9 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:10 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:11 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:12 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:13 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:14 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:15 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:16 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:17 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:18 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:19 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:20 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:21 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:22 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:23 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:24 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:25 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:26 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:27 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:28 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:29 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:30 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:31 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:32 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:33 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:34 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:35 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:36 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:37 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:38 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:39 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:40 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:41 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:42 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:43 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:44 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:45 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:46 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:47 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:48 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:49 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:50 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:51 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:52 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:53 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:54 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:55 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:56 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:57 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:58 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:59 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:60 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:61 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:62 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:63 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:64 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:65 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:66 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:67 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:68 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:69 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:70 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:71 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:72 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:73 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:74 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:75 | Trailing whitespace
[OPEN] Whitespace | C:\Users\kdejo\DEV\DebVisor\opt\config\includes.chroot\usr\local\bin\tsig-keygen.sh.md:76 | Trailing whitespace
